"No.Courge","X.Par","Traitement","TRT..","Rep1","Poids_g","HV.Pseudo","HV.Pénétrant","Pseudo.Cicatrice","Pseudo.bosse","Black.Rot"
"229",29,4,"Rye",1,1,1990,0,0,0,0,0
"230",30,4,"Rye",1,1,1960,0,0,0,1,0
"231",31,4,"Rye",1,1,2470,0,0,0,0,0
"232",32,4,"Rye",1,1,1290,0,0,0,0,0
"233",33,4,"Rye",1,1,1150,1,5,0,0,0
"234",34,4,"Rye",1,1,1730,1,10,0,0,0
"235",35,4,"Rye",1,1,590,0,0,0,1,0
"236",36,4,"Rye",1,1,2050,0,0,1,0,0
"237",37,4,"Rye",1,1,1310,0,0,1,0,0
"238",38,4,"Rye",1,1,1690,0,0,1,0,0
"239",39,4,"Rye",1,1,1020,0,0,0,0,0
"240",40,4,"Rye",1,1,940,1,5,0,0,0
"241",41,4,"Rye",1,1,1440,0,0,0,0,0
"242",42,4,"Rye",1,1,1530,0,1,1,0,0
"243",43,4,"Rye",1,1,1730,5,0,5,0,0
"244",44,4,"Rye",1,1,1670,1,0,0,0,0
"245",45,4,"Rye",1,1,1080,0,0,0,0,0
"246",46,4,"Rye",1,1,660,0,0,0,5,0
"247",47,4,"Rye",1,1,1280,0,0,0,0,0
"248",48,4,"Rye",1,1,1120,1,0,0,0,0
"249",49,4,"Rye",1,1,1380,0,1,1,0,0
"250",50,4,"Rye",1,1,1900,5,0,1,0,0
"251",51,4,"Rye",1,1,1640,0,0,5,0,0
"252",52,4,"Rye",1,1,880,0,0,0,0,0
"253",53,4,"Rye",1,1,1100,0,0,5,0,0
"254",54,4,"Rye",1,1,1700,5,0,0,0,0
"255",55,4,"Rye",1,1,2410,0,0,5,0,0
"256",56,4,"Rye",1,1,1320,0,0,5,5,0
"257",57,4,"Rye",1,1,1460,0,0,1,0,0
"258",58,4,"Rye",1,1,2010,0,0,5,0,0
"259",1,5,"Plastic",3,2,2490,5,1,5,1,0
"260",2,5,"Plastic",3,2,2670,0,0,0,0,0
"261",3,5,"Plastic",3,2,1790,5,5,0,1,0
"262",4,5,"Plastic",3,2,1350,0,0,0,1,0
"263",5,5,"Plastic",3,2,600,0,0,0,0,0
"264",6,5,"Plastic",3,2,2020,0,0,0,0,0
"265",7,5,"Plastic",3,2,2670,0,0,0,0,0
"266",8,5,"Plastic",3,2,2030,0,0,0,1,0
"267",9,5,"Plastic",3,2,2310,0,0,5,1,0
"268",10,5,"Plastic",3,2,1760,0,0,0,0,0
"269",11,5,"Plastic",3,2,1240,0,0,0,0,0
"270",12,5,"Plastic",3,2,2370,10,5,5,0,0
"271",13,5,"Plastic",3,2,2560,0,0,0,0,0
"272",14,5,"Plastic",3,2,2360,0,0,0,5,0
"273",15,5,"Plastic",3,2,1790,0,0,0,0,0
"274",16,5,"Plastic",3,2,1720,5,10,0,0,0
"275",17,5,"Plastic",3,2,2290,0,0,0,0,0
"276",18,5,"Plastic",3,2,1490,0,0,0,0,0
"277",19,5,"Plastic",3,2,1250,0,0,0,0,0
"278",20,5,"Plastic",3,2,1150,0,0,5,0,0
"279",21,5,"Plastic",3,2,1800,0,0,5,0,0
"280",22,5,"Plastic",3,2,1050,0,0,0,0,0
"281",23,5,"Plastic",3,2,1220,0,0,0,0,0
"282",24,5,"Plastic",3,2,1040,5,0,0,0,0
"283",25,5,"Plastic",3,2,1810,1,0,0,0,0
"284",26,5,"Plastic",3,2,2340,0,0,0,0,0
"285",27,5,"Plastic",3,2,1960,0,0,0,0,0
"286",28,5,"Plastic",3,2,1070,0,0,1,0,0
"287",29,5,"Plastic",3,2,2300,0,0,0,0,0
"288",30,5,"Plastic",3,2,1400,0,0,0,0,0
"289",31,5,"Plastic",3,2,1600,0,0,0,0,0
"290",32,5,"Plastic",3,2,1690,10,20,0,0,0
"291",33,5,"Plastic",3,2,1200,0,0,0,5,0
"292",34,5,"Plastic",3,2,2090,5,5,5,0,0
"293",35,5,"Plastic",3,2,1840,5,5,0,0,0
"294",36,5,"Plastic",3,2,1210,0,0,0,0,0
"295",37,5,"Plastic",3,2,910,0,0,10,0,0
"296",38,5,"Plastic",3,2,1380,0,0,0,1,0
"297",39,5,"Plastic",3,2,1510,0,0,5,5,0
"298",40,5,"Plastic",3,2,1250,0,0,0,1,0
"299",41,5,"Plastic",3,2,1190,5,5,0,0,0
"300",42,5,"Plastic",3,2,1260,5,15,5,0,0
"301",43,5,"Plastic",3,2,970,1,0,1,0,0
"302",44,5,"Plastic",3,2,1540,0,0,0,0,0
"303",45,5,"Plastic",3,2,1560,0,0,0,1,0
"304",46,5,"Plastic",3,2,2100,1,0,1,0,0
"305",47,5,"Plastic",3,2,1360,0,0,0,0,0
"306",48,5,"Plastic",3,2,1830,0,0,0,0,0
"307",49,5,"Plastic",3,2,1780,0,0,0,0,0
"308",50,5,"Plastic",3,2,1580,0,0,0,0,0
"309",51,5,"Plastic",3,2,990,1,1,0,0,0
"310",52,5,"Plastic",3,2,1020,0,0,0,0,0
"311",53,5,"Plastic",3,2,1240,1,5,0,1,0
"312",54,5,"Plastic",3,2,1580,0,0,0,0,0
"313",55,5,"Plastic",3,2,2320,0,0,5,0,0
"314",56,5,"Plastic",3,2,730,5,10,0,0,0
"315",57,5,"Plastic",3,2,2040,0,0,0,1,0
"316",58,5,"Plastic",3,2,1510,0,0,0,5,0
"317",59,5,"Plastic",3,2,1290,1,1,0,0,0
"318",60,5,"Plastic",3,2,1460,5,0,5,0,0
"319",61,5,"Plastic",3,2,1850,0,0,0,1,0
"320",62,5,"Plastic",3,2,1090,0,0,0,0,0
"321",63,5,"Plastic",3,2,1860,0,0,1,0,0
"322",64,5,"Plastic",3,2,920,0,0,0,0,0
"323",65,5,"Plastic",3,2,980,0,0,0,0,0
"324",66,5,"Plastic",3,2,1480,0,0,0,0,0
"325",67,5,"Plastic",3,2,1700,0,0,0,0,0
"326",68,5,"Plastic",3,2,1400,1,1,1,1,0
"327",69,5,"Plastic",3,2,1260,0,0,0,0,0
"328",70,5,"Plastic",3,2,990,0,0,0,5,0
"329",71,5,"Plastic",3,2,1330,5,10,1,0,0
"330",1,6,"Rye",1,2,2400,0,0,0,0,0
"331",2,6,"Rye",1,2,1720,0,0,0,0,0
"332",3,6,"Rye",1,2,1790,0,0,1,0,0
"333",4,6,"Rye",1,2,1770,0,0,5,0,0
"334",5,6,"Rye",1,2,2640,1,0,0,0,0
"335",6,6,"Rye",1,2,1980,1,0,5,0,0
"336",7,6,"Rye",1,2,2140,0,0,0,0,0
"337",8,6,"Rye",1,2,1820,0,0,10,0,0
"338",9,6,"Rye",1,2,2170,5,1,0,0,0
"339",10,6,"Rye",1,2,1650,0,0,1,0,0
"340",11,6,"Rye",1,2,1210,1,1,1,0,0
"341",12,6,"Rye",1,2,1540,1,0,0,0,0
"342",13,6,"Rye",1,2,1240,0,0,5,0,0
"343",14,6,"Rye",1,2,1380,1,10,0,0,0
"344",15,6,"Rye",1,2,3170,0,0,0,0,0
"345",16,6,"Rye",1,2,1310,1,0,5,0,0
"346",17,6,"Rye",1,2,1450,0,0,5,0,0
"347",18,6,"Rye",1,2,1870,0,0,0,0,0
"348",19,6,"Rye",1,2,1050,0,0,10,0,0
"349",20,6,"Rye",1,2,2480,0,0,0,0,0
"350",21,6,"Rye",1,2,1930,0,0,0,0,0
"351",22,6,"Rye",1,2,1670,0,0,0,0,0
"352",23,6,"Rye",1,2,2170,1,0,0,0,0
"353",24,6,"Rye",1,2,960,0,0,0,0,0
"354",25,6,"Rye",1,2,1680,0,0,0,0,0
"355",26,6,"Rye",1,2,1410,0,0,0,0,0
"356",27,6,"Rye",1,2,1960,5,0,0,0,0
"357",28,6,"Rye",1,2,2030,0,0,0,0,0
"358",29,6,"Rye",1,2,1410,0,0,0,0,0
"359",30,6,"Rye",1,2,2480,5,0,0,0,0
"360",31,6,"Rye",1,2,1080,1,0,5,0,0
"361",32,6,"Rye",1,2,650,0,0,0,0,0
"362",33,6,"Rye",1,2,1290,0,0,0,0,0
"363",34,6,"Rye",1,2,1780,5,0,0,0,10
"364",35,6,"Rye",1,2,1410,5,0,0,0,0
"365",36,6,"Rye",1,2,840,0,0,0,0,0
"366",37,6,"Rye",1,2,1960,1,0,1,0,0
"367",38,6,"Rye",1,2,960,10,10,0,0,0
"368",39,6,"Rye",1,2,920,0,0,0,0,0
"369",40,6,"Rye",1,2,1590,0,0,0,0,0
"370",41,6,"Rye",1,2,1090,0,0,0,0,0
"371",42,6,"Rye",1,2,1080,1,0,1,0,0
"372",43,6,"Rye",1,2,1460,0,0,0,0,0
"373",44,6,"Rye",1,2,960,0,0,5,0,0
"374",45,6,"Rye",1,2,1000,0,0,0,0,0
"375",46,6,"Rye",1,2,1120,0,0,0,0,0
"376",1,7,"Soil",4,2,2870,0,0,0,0,0
"377",2,7,"Soil",4,2,1070,5,5,0,0,0
"378",3,7,"Soil",4,2,800,0,0,10,0,0
"379",4,7,"Soil",4,2,1140,1,0,0,0,0
"380",5,7,"Soil",4,2,1190,0,0,0,0,0
"381",6,7,"Soil",4,2,1130,0,0,5,0,0
"382",7,7,"Soil",4,2,1980,0,0,5,0,0
"383",8,7,"Soil",4,2,1960,0,0,5,0,0
"384",9,7,"Soil",4,2,1650,5,10,0,1,0
"385",10,7,"Soil",4,2,1770,0,10,5,1,0
"386",11,7,"Soil",4,2,720,1,0,0,0,0
"387",12,7,"Soil",4,2,2000,5,0,0,0,0
"388",13,7,"Soil",4,2,1740,0,0,0,0,0
"389",14,7,"Soil",4,2,1320,0,0,0,1,0
"390",15,7,"Soil",4,2,1330,0,5,5,0,0
"391",16,7,"Soil",4,2,1770,1,0,0,0,0
"392",17,7,"Soil",4,2,1300,5,0,0,0,0
"393",18,7,"Soil",4,2,2670,10,5,10,5,0
"394",19,7,"Soil",4,2,2070,0,0,0,0,0
"395",20,7,"Soil",4,2,3270,0,0,0,5,0
"396",21,7,"Soil",4,2,1000,1,0,0,5,0
"397",22,7,"Soil",4,2,1540,0,5,5,0,0
"398",23,7,"Soil",4,2,1040,0,15,0,0,0
"399",24,7,"Soil",4,2,1070,0,0,0,5,0
"400",25,7,"Soil",4,2,2100,5,0,0,5,0
"401",26,7,"Soil",4,2,2630,0,0,0,1,0
"402",27,7,"Soil",4,2,1900,10,5,0,0,0
"403",28,7,"Soil",4,2,1340,1,0,0,0,0
"404",29,7,"Soil",4,2,1370,0,0,0,0,0
"405",30,7,"Soil",4,2,2470,0,0,0,0,0
"406",31,7,"Soil",4,2,970,0,0,0,0,0
"407",32,7,"Soil",4,2,1340,0,0,0,0,0
"408",33,7,"Soil",4,2,1840,10,5,0,0,0
"409",34,7,"Soil",4,2,1600,10,0,0,0,0
"410",35,7,"Soil",4,2,1020,10,5,0,0,0
"411",36,7,"Soil",4,2,1260,1,0,0,5,0
"412",37,7,"Soil",4,2,1210,0,10,10,5,0
"413",38,7,"Soil",4,2,1500,0,0,1,5,0
"414",39,7,"Soil",4,2,1670,0,0,0,10,0
"415",40,7,"Soil",4,2,1790,1,0,0,0,0
"416",41,7,"Soil",4,2,2890,0,0,0,0,0
"417",42,7,"Soil",4,2,1430,0,0,0,0,0
"418",43,7,"Soil",4,2,700,0,0,0,0,0
"419",44,7,"Soil",4,2,1660,0,0,0,0,0
"420",45,7,"Soil",4,2,1230,1,0,5,0,0
"421",46,7,"Soil",4,2,1240,0,0,10,1,0
"422",47,7,"Soil",4,2,740,0,0,0,0,0
"423",48,7,"Soil",4,2,720,0,0,0,0,0
"424",49,7,"Soil",4,2,1490,0,0,0,1,0
"425",50,7,"Soil",4,2,1290,1,1,10,0,0
"426",51,7,"Soil",4,2,1030,0,0,0,1,0
"427",52,7,"Soil",4,2,550,0,0,0,0,0
"428",53,7,"Soil",4,2,1480,0,5,10,0,0
"429",54,7,"Soil",4,2,1180,0,0,0,0,0
"430",55,7,"Soil",4,2,2000,0,0,1,5,0
"431",1,8,"Rye+Gly",2,2,2060,0,0,5,0,0
"432",2,8,"Rye+Gly",2,2,3200,0,5,5,0,0
"433",3,8,"Rye+Gly",2,2,1030,0,0,0,1,0
"434",4,8,"Rye+Gly",2,2,2430,0,0,0,1,0
"435",5,8,"Rye+Gly",2,2,1850,0,0,10,5,0
"436",6,8,"Rye+Gly",2,2,2080,5,0,0,0,0
"437",7,8,"Rye+Gly",2,2,2140,0,0,0,0,0
"438",8,8,"Rye+Gly",2,2,2700,0,0,5,5,0
"439",9,8,"Rye+Gly",2,2,2800,1,0,5,0,0
"440",10,8,"Rye+Gly",2,2,1260,0,60,0,0,0
"441",11,8,"Rye+Gly",2,2,1100,0,0,0,0,0
"442",12,8,"Rye+Gly",2,2,3070,0,0,0,1,0
"443",13,8,"Rye+Gly",2,2,1840,0,0,0,5,0
"444",14,8,"Rye+Gly",2,2,1660,0,0,20,0,0
"445",15,8,"Rye+Gly",2,2,1880,5,0,0,0,0
"446",16,8,"Rye+Gly",2,2,1770,0,0,0,0,0
"447",17,8,"Rye+Gly",2,2,1950,0,0,5,0,0
"448",18,8,"Rye+Gly",2,2,1880,5,0,0,5,0
"449",19,8,"Rye+Gly",2,2,1070,5,0,0,0,0
"450",20,8,"Rye+Gly",2,2,1680,0,0,0,0,0
"451",21,8,"Rye+Gly",2,2,2420,5,0,0,0,0
"452",22,8,"Rye+Gly",2,2,1110,0,0,0,0,0
"453",23,8,"Rye+Gly",2,2,1580,0,0,0,0,0
"454",24,8,"Rye+Gly",2,2,2030,0,0,10,0,0
"455",25,8,"Rye+Gly",2,2,980,0,0,1,0,0
"456",26,8,"Rye+Gly",2,2,830,0,0,0,0,0
"457",27,8,"Rye+Gly",2,2,1420,0,0,0,0,0
"458",28,8,"Rye+Gly",2,2,2640,0,0,5,0,0
"459",29,8,"Rye+Gly",2,2,1670,15,30,10,0,0
"460",30,8,"Rye+Gly",2,2,2980,0,0,0,0,0
"461",31,8,"Rye+Gly",2,2,2270,0,0,10,0,0
