"No.Courge","X.Par","Traitement","TRT..","Rep1","Poids_g","HV.Pseudo","HV.Pénétrant","Pseudo.Cicatrice","Pseudo.bosse","Black.Rot"
"462",32,8,"Rye+Gly",2,2,1940,20,40,5,0,0
"463",33,8,"Rye+Gly",2,2,2350,1,0,0,0,0
"464",34,8,"Rye+Gly",2,2,1710,5,5,0,0,0
"465",35,8,"Rye+Gly",2,2,2240,1,0,0,0,0
"466",36,8,"Rye+Gly",2,2,1440,1,0,0,0,0
"467",37,8,"Rye+Gly",2,2,1170,0,0,0,1,0
"468",38,8,"Rye+Gly",2,2,1370,0,0,0,0,0
"469",39,8,"Rye+Gly",2,2,1770,0,0,0,1,0
"470",40,8,"Rye+Gly",2,2,2600,0,0,0,5,0
"471",41,8,"Rye+Gly",2,2,2080,1,5,0,0,15
"472",42,8,"Rye+Gly",2,2,720,0,0,0,0,0
"473",43,8,"Rye+Gly",2,2,1950,5,15,0,0,0
"474",44,8,"Rye+Gly",2,2,1890,0,0,0,1,0
"475",45,8,"Rye+Gly",2,2,1180,0,0,0,0,0
"476",46,8,"Rye+Gly",2,2,1920,0,0,0,0,0
"477",47,8,"Rye+Gly",2,2,1970,0,0,0,1,0
"478",1,9,"Soil",4,3,2250,1,0,0,0,0
"479",2,9,"Soil",4,3,2930,10,5,0,0,0
"480",3,9,"Soil",4,3,1710,0,0,0,5,0
"481",4,9,"Soil",4,3,1870,0,0,0,5,0
"482",5,9,"Soil",4,3,540,1,0,0,0,0
"483",6,9,"Soil",4,3,1500,5,5,0,1,0
"484",7,9,"Soil",4,3,1000,0,0,0,1,0
"485",8,9,"Soil",4,3,1990,0,0,0,0,0
"486",9,9,"Soil",4,3,1450,5,10,0,0,0
"487",10,9,"Soil",4,3,880,0,0,0,5,0
"488",11,9,"Soil",4,3,1720,0,0,0,0,0
"489",12,9,"Soil",4,3,1800,5,20,0,5,0
"490",13,9,"Soil",4,3,810,0,0,0,0,0
"491",14,9,"Soil",4,3,1810,0,0,0,0,0
"492",15,9,"Soil",4,3,1530,0,5,5,0,0
"493",16,9,"Soil",4,3,1340,0,5,1,0,0
"494",17,9,"Soil",4,3,720,0,0,0,0,0
"495",18,9,"Soil",4,3,730,0,0,0,0,0
"496",19,9,"Soil",4,3,1150,0,50,0,0,0
"497",20,9,"Soil",4,3,1840,0,0,0,0,0
"498",21,9,"Soil",4,3,2080,0,0,0,0,0
"499",22,9,"Soil",4,3,1580,0,0,0,5,0
"500",23,9,"Soil",4,3,1600,1,0,0,0,0
"501",24,9,"Soil",4,3,2140,0,0,0,0,0
"502",25,9,"Soil",4,3,2420,0,0,0,1,0
"503",26,9,"Soil",4,3,1750,10,15,0,0,0
"504",27,9,"Soil",4,3,2350,10,15,0,0,0
"505",28,9,"Soil",4,3,1390,0,0,0,0,0
"506",29,9,"Soil",4,3,2830,5,50,0,0,0
"507",30,9,"Soil",4,3,2000,0,0,0,0,0
"508",31,9,"Soil",4,3,1650,1,0,0,0,0
"509",32,9,"Soil",4,3,1530,0,0,0,0,0
"510",33,9,"Soil",4,3,1110,0,0,0,0,0
"511",34,9,"Soil",4,3,1010,1,0,0,0,0
"512",35,9,"Soil",4,3,1400,0,0,0,0,0
"513",36,9,"Soil",4,3,1330,0,0,0,0,0
"514",37,9,"Soil",4,3,1960,0,0,0,0,0
"515",38,9,"Soil",4,3,1460,5,5,0,0,0
"516",39,9,"Soil",4,3,1440,0,0,0,5,0
"517",40,9,"Soil",4,3,2330,0,0,5,0,0
"518",41,9,"Soil",4,3,690,0,5,5,0,0
"519",42,9,"Soil",4,3,1360,0,5,0,0,0
"520",43,9,"Soil",4,3,2020,0,0,0,0,0
"521",44,9,"Soil",4,3,1020,1,1,1,0,0
"522",45,9,"Soil",4,3,490,0,0,5,0,0
"523",46,9,"Soil",4,3,510,0,0,0,0,0
"524",47,9,"Soil",4,3,1170,0,0,0,0,0
"525",48,9,"Soil",4,3,1560,10,40,0,0,0
"526",49,9,"Soil",4,3,2080,0,0,5,0,0
"527",50,9,"Soil",4,3,1690,0,0,0,0,0
"528",51,9,"Soil",4,3,1380,0,0,0,5,0
"529",52,9,"Soil",4,3,1330,5,5,0,0,0
"530",53,9,"Soil",4,3,1690,1,5,0,0,0
"531",54,9,"Soil",4,3,990,1,0,0,0,0
"532",55,9,"Soil",4,3,1380,1,1,5,0,0
"533",56,9,"Soil",4,3,2250,5,5,5,0,0
"534",57,9,"Soil",4,3,1460,5,10,0,0,0
"535",58,9,"Soil",4,3,1000,0,0,0,0,0
"536",59,9,"Soil",4,3,590,0,0,0,0,0
"537",1,10,"Rye+Gly",2,3,3120,1,0,0,0,0
"538",2,10,"Rye+Gly",2,3,1200,0,5,5,0,0
"539",3,10,"Rye+Gly",2,3,1860,0,0,0,0,0
"540",4,10,"Rye+Gly",2,3,1940,0,0,0,0,0
"541",5,10,"Rye+Gly",2,3,1810,0,0,20,0,0
"542",6,10,"Rye+Gly",2,3,1390,0,5,5,0,0
"543",7,10,"Rye+Gly",2,3,1590,0,0,5,0,0
"544",8,10,"Rye+Gly",2,3,2690,0,0,5,1,0
"545",9,10,"Rye+Gly",2,3,3030,0,0,0,0,0
"546",10,10,"Rye+Gly",2,3,1140,5,10,0,0,0
"547",11,10,"Rye+Gly",2,3,1720,0,15,0,0,0
"548",12,10,"Rye+Gly",2,3,1530,0,0,5,0,0
"549",13,10,"Rye+Gly",2,3,1160,0,0,0,0,0
"550",14,10,"Rye+Gly",2,3,800,0,0,0,0,0
"551",15,10,"Rye+Gly",2,3,930,5,0,5,1,0
"552",16,10,"Rye+Gly",2,3,2230,0,0,0,0,0
"553",17,10,"Rye+Gly",2,3,2630,0,0,0,0,0
"554",18,10,"Rye+Gly",2,3,1330,0,0,0,0,0
"555",19,10,"Rye+Gly",2,3,1620,0,0,5,0,0
"556",20,10,"Rye+Gly",2,3,1420,0,0,1,1,0
"557",21,10,"Rye+Gly",2,3,1780,0,0,1,0,0
"558",22,10,"Rye+Gly",2,3,2480,0,0,0,0,0
"559",23,10,"Rye+Gly",2,3,1500,0,0,0,0,0
"560",24,10,"Rye+Gly",2,3,2310,0,0,0,0,0
"561",25,10,"Rye+Gly",2,3,1950,0,0,0,0,0
"562",26,10,"Rye+Gly",2,3,3460,0,0,0,1,0
"563",27,10,"Rye+Gly",2,3,1250,0,5,0,1,0
"564",28,10,"Rye+Gly",2,3,2050,0,0,0,0,0
"565",29,10,"Rye+Gly",2,3,1090,0,1,0,0,0
"566",30,10,"Rye+Gly",2,3,2250,0,0,0,0,0
"567",31,10,"Rye+Gly",2,3,1180,0,0,0,0,0
"568",32,10,"Rye+Gly",2,3,1590,0,0,0,0,0
"569",33,10,"Rye+Gly",2,3,750,0,5,10,0,0
"570",34,10,"Rye+Gly",2,3,2110,0,0,0,0,0
"571",35,10,"Rye+Gly",2,3,1440,0,0,0,0,0
"572",36,10,"Rye+Gly",2,3,2090,0,5,0,0,0
"573",37,10,"Rye+Gly",2,3,2500,0,0,0,0,0
"574",38,10,"Rye+Gly",2,3,1340,1,0,0,0,0
"575",39,10,"Rye+Gly",2,3,640,0,5,0,10,0
"576",40,10,"Rye+Gly",2,3,1420,0,0,0,0,0
"577",41,10,"Rye+Gly",2,3,2090,0,0,0,0,5
"578",42,10,"Rye+Gly",2,3,1520,0,0,5,0,0
"579",43,10,"Rye+Gly",2,3,1250,1,0,1,0,0
"580",44,10,"Rye+Gly",2,3,1510,0,0,0,0,0
"581",45,10,"Rye+Gly",2,3,1850,1,0,0,0,0
"582",46,10,"Rye+Gly",2,3,1480,1,0,1,0,0
"583",47,10,"Rye+Gly",2,3,1320,1,0,0,0,0
"584",1,11,"Rye",1,3,1530,0,10,0,0,0
"585",2,11,"Rye",1,3,1950,0,0,0,0,0
"586",3,11,"Rye",1,3,1600,1,0,0,0,0
"587",4,11,"Rye",1,3,1770,0,0,0,0,0
"588",5,11,"Rye",1,3,1500,1,0,0,0,0
"589",6,11,"Rye",1,3,2050,0,0,1,0,0
"590",7,11,"Rye",1,3,780,0,0,5,0,0
"591",8,11,"Rye",1,3,1800,0,5,0,0,0
"592",9,11,"Rye",1,3,920,0,10,0,0,0
"593",10,11,"Rye",1,3,1480,0,0,5,0,0
"594",11,11,"Rye",1,3,1570,0,0,0,0,0
"595",12,11,"Rye",1,3,2000,0,0,0,0,0
"596",13,11,"Rye",1,3,1330,5,0,0,0,0
"597",14,11,"Rye",1,3,1000,0,0,0,5,0
"598",15,11,"Rye",1,3,1150,0,0,0,5,0
"599",16,11,"Rye",1,3,2060,0,0,10,0,0
"600",17,11,"Rye",1,3,1480,0,0,0,0,0
"601",18,11,"Rye",1,3,790,0,0,0,0,0
"602",19,11,"Rye",1,3,1780,0,0,0,0,0
"603",20,11,"Rye",1,3,730,0,0,0,0,0
"604",21,11,"Rye",1,3,1630,1,0,0,0,0
"605",22,11,"Rye",1,3,2640,1,10,0,0,0
"606",23,11,"Rye",1,3,1650,0,0,0,0,0
"607",24,11,"Rye",1,3,1640,1,0,0,5,0
"608",25,11,"Rye",1,3,1100,0,0,0,0,0
"609",26,11,"Rye",1,3,2850,5,10,0,0,0
"610",27,11,"Rye",1,3,1320,0,5,0,0,0
"611",28,11,"Rye",1,3,1800,0,5,1,0,0
"612",29,11,"Rye",1,3,1190,0,0,0,0,0
"613",30,11,"Rye",1,3,1380,0,0,1,1,0
"614",31,11,"Rye",1,3,980,0,0,0,0,0
"615",32,11,"Rye",1,3,1700,1,0,0,0,0
"616",33,11,"Rye",1,3,830,5,5,0,0,0
"617",34,11,"Rye",1,3,1610,1,0,0,5,0
"618",35,11,"Rye",1,3,930,0,0,1,0,0
"619",36,11,"Rye",1,3,2020,1,0,5,0,0
"620",37,11,"Rye",1,3,1100,0,0,1,0,0
"621",38,11,"Rye",1,3,2510,1,0,5,0,0
"622",39,11,"Rye",1,3,1260,0,0,0,0,0
"623",40,11,"Rye",1,3,1470,0,5,10,0,0
"624",41,11,"Rye",1,3,1790,0,0,0,0,0
"625",42,11,"Rye",1,3,1620,0,0,1,0,0
"626",43,11,"Rye",1,3,1170,0,0,0,5,0
"627",44,11,"Rye",1,3,1220,0,0,0,0,0
"628",45,11,"Rye",1,3,1180,0,0,0,0,0
"629",46,11,"Rye",1,3,2050,0,0,0,0,0
"630",47,11,"Rye",1,3,1200,0,0,1,0,0
"631",48,11,"Rye",1,3,1990,10,0,0,0,0
"632",49,11,"Rye",1,3,2540,0,0,1,0,0
"633",50,11,"Rye",1,3,1390,0,0,1,0,0
"634",51,11,"Rye",1,3,1260,5,0,0,0,0
"635",52,11,"Rye",1,3,1840,5,5,0,0,0
"636",53,11,"Rye",1,3,1120,0,0,0,0,0
"637",54,11,"Rye",1,3,1250,5,0,0,0,0
"638",55,11,"Rye",1,3,1460,0,0,0,0,0
"639",56,11,"Rye",1,3,2650,0,0,5,5,0
"640",57,11,"Rye",1,3,590,0,0,5,0,0
"641",58,11,"Rye",1,3,800,0,0,0,0,0
"642",59,11,"Rye",1,3,1370,0,0,0,0,0
"643",60,11,"Rye",1,3,1160,5,0,0,0,0
"644",61,11,"Rye",1,3,1630,0,0,5,0,0
"645",62,11,"Rye",1,3,1590,0,0,0,0,0
"646",63,11,"Rye",1,3,1220,0,10,0,0,0
"647",1,12,"Plastic",3,3,2450,0,0,0,0,0
"648",2,12,"Plastic",3,3,1540,5,0,0,0,0
"649",3,12,"Plastic",3,3,980,0,0,0,0,0
"650",4,12,"Plastic",3,3,1580,1,0,0,0,0
"651",5,12,"Plastic",3,3,1930,1,0,0,0,0
"652",6,12,"Plastic",3,3,1970,5,0,0,0,0
"653",7,12,"Plastic",3,3,1420,5,0,0,0,0
"654",8,12,"Plastic",3,3,1700,0,15,0,0,0
"655",9,12,"Plastic",3,3,1910,0,0,0,0,0
"656",10,12,"Plastic",3,3,1630,0,0,0,0,0
"657",11,12,"Plastic",3,3,2080,0,0,0,1,0
"658",12,12,"Plastic",3,3,1320,0,10,0,0,0
"659",13,12,"Plastic",3,3,2130,0,15,5,5,0
"660",14,12,"Plastic",3,3,1930,0,0,0,0,0
"661",15,12,"Plastic",3,3,2930,0,0,0,0,10
"662",16,12,"Plastic",3,3,2060,0,0,0,1,0
"663",17,12,"Plastic",3,3,1500,0,0,10,0,0
"664",18,12,"Plastic",3,3,2570,1,0,0,0,0
"665",19,12,"Plastic",3,3,2120,0,0,0,0,0
"666",20,12,"Plastic",3,3,1230,1,0,0,0,0
"667",21,12,"Plastic",3,3,2300,5,0,0,0,0
"668",22,12,"Plastic",3,3,1430,1,0,1,0,0
"669",23,12,"Plastic",3,3,1360,0,0,0,0,0
"670",24,12,"Plastic",3,3,2350,1,0,0,0,0
"671",25,12,"Plastic",3,3,1500,0,5,0,0,0
"672",26,12,"Plastic",3,3,2460,0,0,0,1,0
"673",27,12,"Plastic",3,3,1250,0,0,0,0,0
"674",28,12,"Plastic",3,3,1730,0,0,0,0,0
"675",29,12,"Plastic",3,3,1240,0,0,0,0,0
"676",30,12,"Plastic",3,3,780,0,0,10,0,0
"677",31,12,"Plastic",3,3,1520,0,0,0,0,0
"678",32,12,"Plastic",3,3,2560,0,15,0,0,0
"679",33,12,"Plastic",3,3,1010,0,0,0,0,0
"680",34,12,"Plastic",3,3,2380,0,5,0,0,0
"681",35,12,"Plastic",3,3,1620,0,0,0,5,0
"682",36,12,"Plastic",3,3,1420,1,0,5,0,0
"683",37,12,"Plastic",3,3,1340,5,0,0,0,0
"684",38,12,"Plastic",3,3,1760,1,0,0,1,0
"685",39,12,"Plastic",3,3,850,0,0,0,0,0
"686",40,12,"Plastic",3,3,1270,0,0,0,0,0
"687",41,12,"Plastic",3,3,1120,0,0,0,0,0
"688",42,12,"Plastic",3,3,1900,0,0,0,0,0
"689",43,12,"Plastic",3,3,1020,5,0,0,0,0
"690",44,12,"Plastic",3,3,940,1,0,0,0,0
"691",45,12,"Plastic",3,3,1150,0,0,0,0,0
"692",46,12,"Plastic",3,3,970,0,0,0,0,0
"693",47,12,"Plastic",3,3,1620,0,0,0,0,0
"694",48,12,"Plastic",3,3,2420,5,0,0,0,0
"695",49,12,"Plastic",3,3,1740,0,0,0,0,0
"696",50,12,"Plastic",3,3,1080,0,0,5,0,0
"697",51,12,"Plastic",3,3,980,5,5,5,0,0
"698",52,12,"Plastic",3,3,1490,0,0,0,0,0
"699",53,12,"Plastic",3,3,1550,5,0,0,5,0
"700",54,12,"Plastic",3,3,1000,5,0,0,0,0
"701",55,12,"Plastic",3,3,1050,0,0,0,0,0
"702",56,12,"Plastic",3,3,2310,1,0,0,1,0
"703",57,12,"Plastic",3,3,1230,0,0,0,0,0
"704",58,12,"Plastic",3,3,1680,1,0,0,0,0
"705",59,12,"Plastic",3,3,2820,0,0,0,0,0
"706",60,12,"Plastic",3,3,1440,0,0,1,0,0
"707",61,12,"Plastic",3,3,650,0,0,0,5,0
"708",62,12,"Plastic",3,3,750,0,0,0,0,0
"709",63,12,"Plastic",3,3,1450,0,0,0,5,0
"710",64,12,"Plastic",3,3,1800,0,0,0,0,0
"711",65,12,"Plastic",3,3,1830,1,0,0,0,0
"712",66,12,"Plastic",3,3,1440,1,0,0,0,0
"713",67,12,"Plastic",3,3,1360,0,0,0,0,0
"714",1,13,"Plastic",3,4,1080,5,0,0,0,0
"715",2,13,"Plastic",3,4,2130,1,0,5,0,0
"716",3,13,"Plastic",3,4,2470,5,0,0,0,0
"717",4,13,"Plastic",3,4,2230,5,0,0,0,0
"718",5,13,"Plastic",3,4,670,0,20,0,0,0
"719",6,13,"Plastic",3,4,1130,5,0,0,0,0
"720",7,13,"Plastic",3,4,1920,0,0,1,0,0
"721",8,13,"Plastic",3,4,1610,0,0,0,0,0
"722",9,13,"Plastic",3,4,1680,0,0,0,0,0
"723",10,13,"Plastic",3,4,860,0,0,5,0,0
"724",11,13,"Plastic",3,4,2640,0,0,0,0,0
"725",12,13,"Plastic",3,4,2160,0,0,0,0,0
"726",13,13,"Plastic",3,4,1580,0,0,5,0,0
"727",14,13,"Plastic",3,4,1950,0,0,0,0,0
"728",15,13,"Plastic",3,4,1180,5,0,0,0,0
"729",16,13,"Plastic",3,4,1120,0,0,0,0,0
"730",17,13,"Plastic",3,4,1530,0,5,0,0,0
"731",18,13,"Plastic",3,4,1050,0,0,0,0,0
"732",19,13,"Plastic",3,4,900,5,0,0,0,0
"733",20,13,"Plastic",3,4,1800,0,0,0,0,0
"734",21,13,"Plastic",3,4,1340,0,0,0,0,0
"735",22,13,"Plastic",3,4,830,0,0,5,0,0
"736",23,13,"Plastic",3,4,1260,0,0,0,0,0
"737",24,13,"Plastic",3,4,1830,0,0,0,0,0
"738",25,13,"Plastic",3,4,1340,0,0,0,0,0
"739",26,13,"Plastic",3,4,1330,1,0,0,0,0
"740",27,13,"Plastic",3,4,1170,0,0,0,0,0
"741",28,13,"Plastic",3,4,1660,0,15,0,0,0
"742",29,13,"Plastic",3,4,1030,0,0,0,0,0
"743",30,13,"Plastic",3,4,640,0,0,0,0,0
"744",31,13,"Plastic",3,4,1410,1,0,0,0,10
"745",32,13,"Plastic",3,4,2020,0,15,0,0,0
"746",33,13,"Plastic",3,4,1300,0,0,0,1,0
"747",34,13,"Plastic",3,4,1190,5,0,0,0,0
"748",35,13,"Plastic",3,4,770,0,0,0,0,0
"749",36,13,"Plastic",3,4,1610,0,0,0,0,0
"750",37,13,"Plastic",3,4,2080,1,0,0,0,0
"751",38,13,"Plastic",3,4,800,0,0,0,0,0
"752",39,13,"Plastic",3,4,1530,1,0,0,0,0
"753",40,13,"Plastic",3,4,1570,0,0,0,0,0
"754",41,13,"Plastic",3,4,1330,0,0,0,0,0
"755",42,13,"Plastic",3,4,1020,0,0,5,0,0
"756",43,13,"Plastic",3,4,1590,10,0,0,0,0
"757",44,13,"Plastic",3,4,1100,0,10,0,0,0
"758",45,13,"Plastic",3,4,550,0,10,0,0,0
"759",46,13,"Plastic",3,4,760,0,0,0,0,0
"760",47,13,"Plastic",3,4,1550,0,0,0,0,0
"761",48,13,"Plastic",3,4,1260,0,0,0,0,0
"762",49,13,"Plastic",3,4,1530,0,25,0,0,0
"763",50,13,"Plastic",3,4,740,1,0,0,0,0
"764",51,13,"Plastic",3,4,1010,0,0,0,0,0
"765",52,13,"Plastic",3,4,1070,1,0,0,0,0
"766",53,13,"Plastic",3,4,1030,0,0,0,0,0
"767",54,13,"Plastic",3,4,810,0,0,0,0,0
"768",55,13,"Plastic",3,4,950,0,20,0,0,0
"769",56,13,"Plastic",3,4,900,0,0,0,0,0
"770",57,13,"Plastic",3,4,1370,0,10,0,0,0
"771",58,13,"Plastic",3,4,1290,0,0,0,1,0
"772",59,13,"Plastic",3,4,1000,0,5,1,1,0
"773",60,13,"Plastic",3,4,1130,5,5,0,5,0
"774",61,13,"Plastic",3,4,2000,0,0,0,0,0
"775",62,13,"Plastic",3,4,720,0,0,0,0,0
"776",63,13,"Plastic",3,4,1060,10,5,0,0,0
"777",64,13,"Plastic",3,4,1380,0,10,0,0,0
"778",65,13,"Plastic",3,4,1170,10,5,15,0,0
"779",66,13,"Plastic",3,4,1210,10,10,0,0,0
"780",67,13,"Plastic",3,4,690,0,0,0,0,0
"781",68,13,"Plastic",3,4,580,0,0,0,0,0
"782",1,14,"Soil",4,4,35100,0,0,1,0,0
"783",2,14,"Soil",4,4,2550,10,1,5,0,0
"784",3,14,"Soil",4,4,1290,0,0,5,0,0
"785",4,14,"Soil",4,4,1070,0,0,0,0,0
"786",5,14,"Soil",4,4,2210,5,0,5,0,0
"787",6,14,"Soil",4,4,1410,0,0,0,0,0
"788",7,14,"Soil",4,4,1060,0,0,0,1,0
"789",8,14,"Soil",4,4,2330,10,0,0,0,0
"790",9,14,"Soil",4,4,1840,0,0,5,0,0
"791",10,14,"Soil",4,4,1450,0,0,5,0,0
"792",11,14,"Soil",4,4,1750,0,0,5,0,0
"793",12,14,"Soil",4,4,1810,0,0,5,0,0
"794",13,14,"Soil",4,4,1770,0,0,1,1,0
"795",14,14,"Soil",4,4,2500,0,0,15,5,0
"796",15,14,"Soil",4,4,2740,1,0,0,0,0
"797",16,14,"Soil",4,4,1650,0,0,0,0,0
"798",17,14,"Soil",4,4,1260,0,0,5,0,0
"799",18,14,"Soil",4,4,1790,10,5,10,0,0
"800",19,14,"Soil",4,4,1460,0,0,1,0,0
"801",20,14,"Soil",4,4,1950,0,1,10,1,0
"802",21,14,"Soil",4,4,1340,1,5,0,0,0
"803",22,14,"Soil",4,4,2140,5,10,5,0,0
"804",23,14,"Soil",4,4,1600,0,0,0,0,0
"805",24,14,"Soil",4,4,2020,1,1,0,0,0
"806",25,14,"Soil",4,4,1470,1,0,0,0,0
"807",26,14,"Soil",4,4,1270,15,50,5,0,0
"808",27,14,"Soil",4,4,680,5,0,0,0,0
"809",28,14,"Soil",4,4,1230,0,0,5,0,0
"810",29,14,"Soil",4,4,1760,1,0,1,0,0
"811",30,14,"Soil",4,4,1900,5,0,0,0,0
"812",31,14,"Soil",4,4,1990,0,0,10,0,0
"813",32,14,"Soil",4,4,1580,0,0,0,0,0
"814",33,14,"Soil",4,4,1030,0,0,0,0,0
"815",34,14,"Soil",4,4,1740,0,0,10,0,0
"816",35,14,"Soil",4,4,1410,15,15,10,0,0
"817",36,14,"Soil",4,4,710,0,0,0,0,0
"818",37,14,"Soil",4,4,2190,1,0,0,0,0
"819",38,14,"Soil",4,4,1690,1,0,0,0,0
"820",39,14,"Soil",4,4,1300,5,10,0,0,0
"821",40,14,"Soil",4,4,1640,0,0,1,0,0
"822",41,14,"Soil",4,4,2060,5,10,0,0,0
"823",1,15,"Rye+Gly",2,4,3250,5,5,0,0,0
"824",2,15,"Rye+Gly",2,4,1700,0,0,0,0,0
"825",3,15,"Rye+Gly",2,4,1120,0,0,0,0,0
"826",4,15,"Rye+Gly",2,4,2200,0,0,1,1,0
"827",5,15,"Rye+Gly",2,4,2180,1,5,5,0,0
"828",6,15,"Rye+Gly",2,4,2120,5,20,0,0,0
"829",7,15,"Rye+Gly",2,4,1550,0,0,0,5,0
"830",8,15,"Rye+Gly",2,4,1250,0,0,10,0,0
"831",9,15,"Rye+Gly",2,4,1300,0,0,0,0,0
"832",10,15,"Rye+Gly",2,4,1770,0,0,0,0,0
"833",11,15,"Rye+Gly",2,4,1270,1,10,0,5,0
"834",12,15,"Rye+Gly",2,4,1730,0,0,0,0,0
"835",13,15,"Rye+Gly",2,4,2070,0,0,0,0,0
"836",14,15,"Rye+Gly",2,4,1880,0,0,0,0,0
"837",15,15,"Rye+Gly",2,4,1860,5,0,5,0,0
"838",16,15,"Rye+Gly",2,4,1870,0,0,0,0,0
"839",17,15,"Rye+Gly",2,4,1180,1,0,0,0,0
"840",18,15,"Rye+Gly",2,4,2160,0,0,1,0,0
"841",19,15,"Rye+Gly",2,4,1510,5,5,0,0,0
"842",20,15,"Rye+Gly",2,4,1010,0,0,0,5,0
"843",21,15,"Rye+Gly",2,4,1440,0,0,0,0,0
"844",22,15,"Rye+Gly",2,4,1940,0,0,0,0,0
"845",23,15,"Rye+Gly",2,4,2520,0,0,5,0,0
"846",24,15,"Rye+Gly",2,4,1680,0,0,0,1,0
"847",25,15,"Rye+Gly",2,4,1750,0,0,1,0,0
"848",26,15,"Rye+Gly",2,4,1740,0,0,0,0,0
"849",27,15,"Rye+Gly",2,4,2090,0,0,0,0,0
"850",28,15,"Rye+Gly",2,4,2610,0,0,0,0,0
"851",29,15,"Rye+Gly",2,4,2580,5,5,0,0,0
"852",30,15,"Rye+Gly",2,4,830,0,0,0,0,0
"853",31,15,"Rye+Gly",2,4,760,0,0,0,0,0
"854",32,15,"Rye+Gly",2,4,1230,0,0,0,0,0
"855",33,15,"Rye+Gly",2,4,1440,0,0,0,0,0
"856",34,15,"Rye+Gly",2,4,1570,0,0,15,0,0
"857",35,15,"Rye+Gly",2,4,1750,0,0,0,0,0
"858",36,15,"Rye+Gly",2,4,1900,0,0,0,0,0
"859",37,15,"Rye+Gly",2,4,1960,0,0,10,0,0
"860",38,15,"Rye+Gly",2,4,2400,0,0,0,0,0
"861",39,15,"Rye+Gly",2,4,2060,0,0,1,0,0
"862",40,15,"Rye+Gly",2,4,970,0,0,5,5,0
"863",41,15,"Rye+Gly",2,4,1180,1,0,0,0,0
"864",42,15,"Rye+Gly",2,4,1210,0,0,0,0,0
"865",43,15,"Rye+Gly",2,4,740,1,0,0,0,0
"866",44,15,"Rye+Gly",2,4,1420,5,0,0,0,0
"867",45,15,"Rye+Gly",2,4,1730,0,0,0,0,0
"868",46,15,"Rye+Gly",2,4,1010,0,0,0,0,0
"869",47,15,"Rye+Gly",2,4,580,0,0,0,0,0
"870",48,15,"Rye+Gly",2,4,1580,0,0,0,0,0
"871",49,15,"Rye+Gly",2,4,840,0,0,5,0,0
"872",50,15,"Rye+Gly",2,4,860,0,0,0,0,0
"873",51,15,"Rye+Gly",2,4,920,5,0,5,0,0
"874",52,15,"Rye+Gly",2,4,1520,1,0,5,0,0
"875",53,15,"Rye+Gly",2,4,1220,1,1,0,0,0
"876",54,15,"Rye+Gly",2,4,2240,5,0,0,0,0
"877",1,16,"Rye",1,4,3030,0,0,1,0,0
"878",2,16,"Rye",1,4,1180,0,0,1,0,0
"879",3,16,"Rye",1,4,1560,0,0,0,0,0
"880",4,16,"Rye",1,4,1700,1,0,0,0,0
"881",5,16,"Rye",1,4,1150,0,0,0,0,0
"882",6,16,"Rye",1,4,2040,0,0,0,0,0
"883",7,16,"Rye",1,4,1200,0,0,0,0,0
"884",8,16,"Rye",1,4,1640,1,0,0,0,0
"885",9,16,"Rye",1,4,1740,0,0,1,0,0
"886",10,16,"Rye",1,4,2260,0,0,15,0,0
"887",11,16,"Rye",1,4,1370,1,10,0,0,0
"888",12,16,"Rye",1,4,3290,0,0,5,0,0
"889",13,16,"Rye",1,4,1100,1,0,0,0,0
"890",14,16,"Rye",1,4,1610,0,0,0,0,0
"891",15,16,"Rye",1,4,2170,0,0,0,0,0
"892",16,16,"Rye",1,4,2240,0,0,1,0,0
"893",17,16,"Rye",1,4,2020,0,0,0,0,1
"894",18,16,"Rye",1,4,1680,0,0,0,0,0
"895",19,16,"Rye",1,4,1530,0,0,0,0,0
"896",20,16,"Rye",1,4,2040,0,5,5,0,0
"897",21,16,"Rye",1,4,2280,10,10,0,0,0
"898",22,16,"Rye",1,4,1760,0,0,0,0,0
"899",23,16,"Rye",1,4,970,5,0,0,0,0
"900",24,16,"Rye",1,4,1180,1,0,0,0,0
"901",25,16,"Rye",1,4,1420,0,0,0,0,0
"902",26,16,"Rye",1,4,2240,0,0,10,0,0
"903",27,16,"Rye",1,4,2120,0,0,0,0,0
"904",28,16,"Rye",1,4,2650,0,0,10,0,0
"905",29,16,"Rye",1,4,2060,0,0,0,0,0
"906",30,16,"Rye",1,4,2400,5,0,0,0,0
"907",31,16,"Rye",1,4,1520,0,0,0,0,0
"908",32,16,"Rye",1,4,2090,0,0,10,0,0
"909",33,16,"Rye",1,4,1650,1,0,5,0,0
"910",34,16,"Rye",1,4,1780,0,0,1,0,0
"911",35,16,"Rye",1,4,990,1,0,0,0,0
"912",36,16,"Rye",1,4,1120,0,0,0,0,0
"913",37,16,"Rye",1,4,1280,5,0,0,0,0
"914",38,16,"Rye",1,4,1610,0,0,0,1,0
"915",39,16,"Rye",1,4,1530,0,0,0,0,0
"916",40,16,"Rye",1,4,1520,0,0,0,0,0
"917",41,16,"Rye",1,4,1130,1,0,5,0,0
"918",42,16,"Rye",1,4,1240,5,0,0,0,0
"919",43,16,"Rye",1,4,1220,0,0,0,0,0
"920",44,16,"Rye",1,4,1980,0,0,0,0,0
"921",45,16,"Rye",1,4,1520,0,0,0,0,0
"922",46,16,"Rye",1,4,1800,0,0,0,0,0
