"No.Courge","X.Par","Traitement","TRT..","Rep1","Poids_g","HV.Pseudo","HV.Pénétrant","Pseudo.Cicatrice","Pseudo.bosse","Black.Rot"
"1199",23,21,"Rye",1,6,940,0,0,0,0,0
"1200",24,21,"Rye",1,6,1490,0,10,0,0,0
"1201",25,21,"Rye",1,6,1490,0,0,0,0,0
"1202",26,21,"Rye",1,6,2510,0,0,5,0,0
"1203",27,21,"Rye",1,6,980,0,0,0,0,0
"1204",28,21,"Rye",1,6,1140,0,0,0,0,0
"1205",29,21,"Rye",1,6,1610,0,0,5,0,0
"1206",30,21,"Rye",1,6,530,0,0,0,0,0
"1207",31,21,"Rye",1,6,1630,0,0,0,0,0
"1208",32,21,"Rye",1,6,1360,0,0,0,0,0
"1209",33,21,"Rye",1,6,1190,0,0,5,0,0
"1210",34,21,"Rye",1,6,1430,0,0,1,0,0
"1211",35,21,"Rye",1,6,1280,0,0,0,0,0
"1212",36,21,"Rye",1,6,1450,0,0,5,0,0
"1213",37,21,"Rye",1,6,1490,0,0,0,0,0
"1214",38,21,"Rye",1,6,910,0,0,1,0,0
"1215",39,21,"Rye",1,6,630,0,0,0,0,0
"1216",40,21,"Rye",1,6,530,0,0,0,0,0
"1217",41,21,"Rye",1,6,520,0,0,0,0,0
"1218",42,21,"Rye",1,6,1200,0,0,0,0,0
"1219",43,21,"Rye",1,6,1300,0,0,1,0,0
"1220",44,21,"Rye",1,6,2340,0,0,0,0,0
"1221",45,21,"Rye",1,6,1910,0,0,0,0,0
"1222",46,21,"Rye",1,6,1170,0,0,0,0,0
"1223",47,21,"Rye",1,6,1080,0,0,5,0,0
"1224",48,21,"Rye",1,6,560,0,0,0,0,0
"1225",1,22,"Plastic",3,6,2100,1,0,0,1,0
"1226",2,22,"Plastic",3,6,2700,1,0,5,0,0
"1227",3,22,"Plastic",3,6,1880,0,0,5,0,0
"1228",4,22,"Plastic",3,6,1900,0,0,0,0,0
"1229",5,22,"Plastic",3,6,1310,0,0,1,0,0
"1230",6,22,"Plastic",3,6,1450,0,0,0,0,0
"1231",7,22,"Plastic",3,6,1360,0,0,0,0,0
"1232",8,22,"Plastic",3,6,1400,0,0,1,0,0
"1233",9,22,"Plastic",3,6,2080,0,0,0,0,0
"1234",10,22,"Plastic",3,6,1010,0,0,0,0,0
"1235",11,22,"Plastic",3,6,1530,0,0,5,0,0
"1236",12,22,"Plastic",3,6,1240,0,0,0,0,0
"1237",13,22,"Plastic",3,6,1490,0,0,1,1,0
"1238",14,22,"Plastic",3,6,1220,0,0,0,0,0
"1239",15,22,"Plastic",3,6,1560,0,0,0,0,0
"1240",16,22,"Plastic",3,6,1930,0,0,0,0,0
"1241",17,22,"Plastic",3,6,2150,0,0,0,0,0
"1242",18,22,"Plastic",3,6,1800,0,0,0,0,0
"1243",19,22,"Plastic",3,6,1730,0,0,1,0,0
"1244",20,22,"Plastic",3,6,1490,0,0,0,0,0
"1245",21,22,"Plastic",3,6,1640,0,0,5,0,0
"1246",22,22,"Plastic",3,6,2170,1,0,1,0,0
"1247",23,22,"Plastic",3,6,1370,0,0,0,0,0
"1248",24,22,"Plastic",3,6,1360,0,0,5,0,0
"1249",25,22,"Plastic",3,6,980,0,0,1,0,0
"1250",26,22,"Plastic",3,6,1190,0,0,5,0,0
"1251",27,22,"Plastic",3,6,1520,1,50,0,0,0
"1252",28,22,"Plastic",3,6,850,0,0,5,0,0
"1253",29,22,"Plastic",3,6,1270,0,0,5,0,0
"1254",30,22,"Plastic",3,6,1460,0,0,1,0,0
"1255",31,22,"Plastic",3,6,1990,0,0,0,0,0
"1256",32,22,"Plastic",3,6,1060,0,0,5,0,0
"1257",33,22,"Plastic",3,6,2360,0,0,5,0,0
"1258",34,22,"Plastic",3,6,1910,0,0,0,0,0
"1259",35,22,"Plastic",3,6,1130,0,0,1,1,0
"1260",36,22,"Plastic",3,6,1670,0,0,0,0,0
"1261",37,22,"Plastic",3,6,1520,0,0,1,0,0
"1262",38,22,"Plastic",3,6,1340,0,0,1,0,0
"1263",39,22,"Plastic",3,6,2190,0,20,0,0,0
"1264",40,22,"Plastic",3,6,2310,0,0,1,0,0
"1265",41,22,"Plastic",3,6,620,0,0,5,0,0
"1266",42,22,"Plastic",3,6,1550,0,0,0,0,0
"1267",43,22,"Plastic",3,6,490,0,0,0,0,0
"1268",44,22,"Plastic",3,6,1690,0,0,1,5,0
"1269",45,22,"Plastic",3,6,1270,0,0,5,0,0
"1270",46,22,"Plastic",3,6,1810,0,0,5,0,0
"1271",47,22,"Plastic",3,6,1390,0,0,0,0,0
"1272",48,22,"Plastic",3,6,2310,5,10,5,0,0
"1273",49,22,"Plastic",3,6,1830,0,0,5,0,0
"1274",50,22,"Plastic",3,6,1390,0,0,5,0,0
"1275",51,22,"Plastic",3,6,1800,0,0,5,0,0
"1276",52,22,"Plastic",3,6,1980,0,0,5,0,0
"1277",53,22,"Plastic",3,6,1580,0,0,10,1,0
"1278",54,22,"Plastic",3,6,1410,0,0,0,0,0
"1279",55,22,"Plastic",3,6,710,0,0,5,0,0
"1280",56,22,"Plastic",3,6,1720,0,0,5,0,0
"1281",57,22,"Plastic",3,6,2580,0,0,0,0,0
"1282",58,22,"Plastic",3,6,1810,0,0,0,0,0
"1283",59,22,"Plastic",3,6,1930,0,0,5,0,0
"1284",60,22,"Plastic",3,6,1170,0,0,0,0,0
"1285",61,22,"Plastic",3,6,480,0,0,0,0,0
"1286",62,22,"Plastic",3,6,1240,0,0,10,0,0
"1287",63,22,"Plastic",3,6,2600,0,0,0,0,0
"1288",64,22,"Plastic",3,6,1050,0,0,1,0,0
"1289",65,22,"Plastic",3,6,1440,0,0,1,0,0
"1290",66,22,"Plastic",3,6,1640,0,0,0,0,0
"1291",67,22,"Plastic",3,6,1630,0,0,0,0,0
"1292",68,22,"Plastic",3,6,2650,0,0,5,0,0
"1293",69,22,"Plastic",3,6,1410,0,0,0,0,0
"1294",70,22,"Plastic",3,6,1410,0,0,0,0,0
"1295",71,22,"Plastic",3,6,1000,0,0,1,1,0
"1296",72,22,"Plastic",3,6,2450,0,0,5,0,0
"1297",73,22,"Plastic",3,6,2670,0,0,5,0,0
"1298",74,22,"Plastic",3,6,NA,0,0,0,0,0
"1299",1,23,"Soil",4,6,NA,0,0,0,0,0
"1300",2,23,"Soil",4,6,NA,0,0,0,0,0
"1301",3,23,"Soil",4,6,2770,0,0,10,0,0
"1302",4,23,"Soil",4,6,2320,5,0,0,0,0
"1303",5,23,"Soil",4,6,2170,0,0,0,0,0
"1304",6,23,"Soil",4,6,1620,0,0,0,0,0
"1305",7,23,"Soil",4,6,1620,0,0,0,0,0
"1306",8,23,"Soil",4,6,2330,0,0,5,0,0
"1307",9,23,"Soil",4,6,2560,0,0,5,0,0
"1308",10,23,"Soil",4,6,1520,0,0,0,0,0
"1309",11,23,"Soil",4,6,2350,0,0,0,0,1
"1310",12,23,"Soil",4,6,2010,0,0,1,0,0
"1311",13,23,"Soil",4,6,2770,0,0,1,0,0
"1312",14,23,"Soil",4,6,1160,0,0,0,0,0
"1313",15,23,"Soil",4,6,930,0,0,0,0,0
"1314",16,23,"Soil",4,6,1880,0,0,0,0,0
"1315",17,23,"Soil",4,6,1870,0,0,0,0,0
"1316",18,23,"Soil",4,6,2370,0,0,0,0,0
"1317",19,23,"Soil",4,6,1460,1,1,5,0,0
"1318",20,23,"Soil",4,6,1520,0,0,1,0,0
"1319",21,23,"Soil",4,6,1000,0,0,0,0,0
"1320",22,23,"Soil",4,6,1290,0,0,0,0,0
"1321",23,23,"Soil",4,6,2640,0,0,0,0,0
"1322",24,23,"Soil",4,6,2200,0,0,0,0,0
"1323",25,23,"Soil",4,6,1210,0,0,0,0,0
"1324",26,23,"Soil",4,6,1620,0,0,5,0,0
"1325",27,23,"Soil",4,6,1300,0,0,0,0,0
"1326",28,23,"Soil",4,6,2080,0,0,0,0,0
"1327",29,23,"Soil",4,6,1740,0,0,0,0,0
"1328",30,23,"Soil",4,6,1020,0,0,0,0,0
"1329",31,23,"Soil",4,6,800,0,0,0,0,0
"1330",32,23,"Soil",4,6,980,0,0,0,0,5
"1331",33,23,"Soil",4,6,860,0,0,0,0,0
"1332",34,23,"Soil",4,6,1100,0,0,0,0,0
"1333",35,23,"Soil",4,6,570,0,0,0,0,0
"1334",36,23,"Soil",4,6,750,0,0,0,0,0
"1335",37,23,"Soil",4,6,1290,0,0,0,0,0
"1336",38,23,"Soil",4,6,1740,0,10,5,0,0
"1337",39,23,"Soil",4,6,1240,0,0,0,0,0
"1338",40,23,"Soil",4,6,1730,0,0,0,0,0
"1339",41,23,"Soil",4,6,880,0,0,0,0,0
"1340",42,23,"Soil",4,6,1090,0,0,0,0,0
"1341",43,23,"Soil",4,6,640,0,0,0,0,0
"1342",44,23,"Soil",4,6,470,0,0,0,0,0
"1343",45,23,"Soil",4,6,490,0,0,5,0,0
"1344",46,23,"Soil",4,6,740,0,0,5,0,0
"1345",47,23,"Soil",4,6,1260,0,0,5,0,0
"1346",48,23,"Soil",4,6,900,0,0,0,0,0
"1347",49,23,"Soil",4,6,800,5,0,0,0,0
"1348",50,23,"Soil",4,6,800,0,0,0,0,0
"1349",51,23,"Soil",4,6,1990,0,0,0,0,0
"1350",52,23,"Soil",4,6,700,0,0,0,0,0
"1351",53,23,"Soil",4,6,950,0,0,10,0,0
"1352",1,24,"Rye+Gly",2,6,NA,0,0,0,0,0
"1353",2,24,"Rye+Gly",2,6,2070,0,0,0,0,0
"1354",3,24,"Rye+Gly",2,6,1370,0,0,0,0,0
"1355",4,24,"Rye+Gly",2,6,1830,0,0,1,0,0
"1356",5,24,"Rye+Gly",2,6,1600,0,0,0,0,0
"1357",6,24,"Rye+Gly",2,6,1340,0,0,0,0,0
"1358",7,24,"Rye+Gly",2,6,1470,0,0,0,0,0
"1359",8,24,"Rye+Gly",2,6,1510,0,0,0,0,0
"1360",9,24,"Rye+Gly",2,6,1080,0,0,0,0,0
"1361",10,24,"Rye+Gly",2,6,1590,0,0,0,0,0
"1362",11,24,"Rye+Gly",2,6,2240,0,0,0,0,0
"1363",12,24,"Rye+Gly",2,6,1490,0,0,0,0,0
"1364",13,24,"Rye+Gly",2,6,1460,0,0,0,0,0
"1365",14,24,"Rye+Gly",2,6,1730,0,0,0,0,0
"1366",15,24,"Rye+Gly",2,6,1470,0,0,0,0,0
"1367",16,24,"Rye+Gly",2,6,1250,5,0,0,0,0
"1368",17,24,"Rye+Gly",2,6,1550,0,0,0,0,0
"1369",18,24,"Rye+Gly",2,6,2290,0,0,0,0,0
"1370",19,24,"Rye+Gly",2,6,1270,0,0,0,0,0
"1371",20,24,"Rye+Gly",2,6,880,1,0,0,0,0
"1372",21,24,"Rye+Gly",2,6,1700,0,0,0,0,0
"1373",22,24,"Rye+Gly",2,6,1360,0,0,0,0,0
"1374",23,24,"Rye+Gly",2,6,1320,0,0,0,0,0
"1375",24,24,"Rye+Gly",2,6,1070,0,0,0,0,0
"1376",25,24,"Rye+Gly",2,6,1560,0,0,0,0,0
"1377",26,24,"Rye+Gly",2,6,2040,0,0,0,0,0
"1378",27,24,"Rye+Gly",2,6,1260,0,0,0,0,0
"1379",28,24,"Rye+Gly",2,6,2200,0,0,5,0,0
"1380",29,24,"Rye+Gly",2,6,2050,1,0,0,0,0
"1381",30,24,"Rye+Gly",2,6,1040,0,0,0,0,0
"1382",31,24,"Rye+Gly",2,6,1250,0,0,5,0,0
"1383",32,24,"Rye+Gly",2,6,1500,5,0,0,0,0
"1384",33,24,"Rye+Gly",2,6,1540,0,0,0,0,0
"1385",34,24,"Rye+Gly",2,6,1260,0,0,0,0,0
"1386",35,24,"Rye+Gly",2,6,1660,0,0,0,0,0
"1387",36,24,"Rye+Gly",2,6,800,0,0,0,0,0
"1388",37,24,"Rye+Gly",2,6,1120,0,0,0,0,0
"1389",38,24,"Rye+Gly",2,6,600,0,0,0,0,0
"1390",39,24,"Rye+Gly",2,6,1930,1,0,1,0,0
"1391",40,24,"Rye+Gly",2,6,1260,0,0,0,0,0
"1392",41,24,"Rye+Gly",2,6,1050,5,0,0,0,0
"1393",42,24,"Rye+Gly",2,6,1430,0,0,0,0,0
"1394",43,24,"Rye+Gly",2,6,1460,0,0,0,0,0
"1395",44,24,"Rye+Gly",2,6,1150,0,0,5,0,0
"1396",45,24,"Rye+Gly",2,6,1940,0,0,0,0,0
"1397",46,24,"Rye+Gly",2,6,1160,0,0,0,0,0
"1398",47,24,"Rye+Gly",2,6,1430,0,0,0,0,0
"1399",48,24,"Rye+Gly",2,6,1380,0,0,5,0,0
"1400",49,24,"Rye+Gly",2,6,1580,0,5,0,0,0
"1401",50,24,"Rye+Gly",2,6,1260,0,0,0,0,0
"1402",51,24,"Rye+Gly",2,6,1050,0,0,0,0,0
"1403",52,24,"Rye+Gly",2,6,1590,0,0,0,0,0
"1404",53,24,"Rye+Gly",2,6,1030,0,0,0,0,0
"1405",54,24,"Rye+Gly",2,6,1230,0,0,1,0,0
"1406",55,24,"Rye+Gly",2,6,1220,0,0,0,0,0
"1407",56,24,"Rye+Gly",2,6,1230,0,0,0,0,0
"1408",57,24,"Rye+Gly",2,6,1130,0,0,0,0,0
"1409",58,24,"Rye+Gly",2,6,1120,0,0,0,0,0
"1410",59,24,"Rye+Gly",2,6,1380,0,0,0,0,0
"1411",60,24,"Rye+Gly",2,6,1130,0,0,0,0,0
"1412",61,24,"Rye+Gly",2,6,1210,0,5,1,0,0
"1413",62,24,"Rye+Gly",2,6,980,0,0,0,0,0
"1414",63,24,"Rye+Gly",2,6,480,0,0,0,0,0
"1415",64,24,"Rye+Gly",2,6,530,0,0,0,0,0
"1416",65,24,"Rye+Gly",2,6,1070,0,0,0,0,0
