"No.Courge","X.Par","Traitement","TRT..","Rep1","Poids_g","HV.Pseudo","HV.Pénétrant","Pseudo.Cicatrice","Pseudo.bosse","Black.Rot"
"1",1,1,"Rye",1,1,1700,0,0,0,0,0
"2",2,1,"Rye",1,1,1170,0,0,0,0,0
"3",3,1,"Rye",1,1,1290,0,0,0,0,0
"4",4,1,"Rye",1,1,1020,0,0,0,0,0
"5",5,1,"Rye",1,1,1540,0,0,0,0,0
"6",6,1,"Rye",1,1,630,0,0,5,0,0
"7",7,1,"Rye",1,1,590,0,0,0,0,0
"8",8,1,"Rye",1,1,960,0,0,5,0,0
"9",9,1,"Rye",1,1,540,0,0,10,0,0
"10",10,1,"Rye",1,1,920,0,0,5,0,0
"11",11,1,"Rye",1,1,770,0,0,0,0,0
"12",12,1,"Rye",1,1,1240,0,0,5,0,0
"13",13,1,"Rye",1,1,1020,0,0,0,0,0
"14",14,1,"Rye",1,1,930,0,0,0,0,10
"15",15,1,"Rye",1,1,1480,0,0,0,0,5
"16",16,1,"Rye",1,1,1860,0,0,10,0,0
"17",17,1,"Rye",1,1,1370,0,0,5,0,0
"18",18,1,"Rye",1,1,980,0,0,0,0,0
"19",19,1,"Rye",1,1,650,0,0,0,0,0
"20",20,1,"Rye",1,1,1430,0,0,5,0,0
"21",21,1,"Rye",1,1,1060,0,0,0,0,0
"22",22,1,"Rye",1,1,950,0,0,5,0,0
"23",23,1,"Rye",1,1,1380,0,0,5,0,0
"24",24,1,"Rye",1,1,1300,0,0,0,0,0
"25",25,1,"Rye",1,1,1590,0,0,5,0,0
"26",26,1,"Rye",1,1,1050,0,0,0,0,0
"27",27,1,"Rye",1,1,1270,0,0,0,0,0
"28",28,1,"Rye",1,1,1980,0,0,0,0,0
"29",29,1,"Rye",1,1,800,0,0,0,0,0
"30",30,1,"Rye",1,1,810,0,0,5,0,0
"31",31,1,"Rye",1,1,940,0,0,0,0,0
"32",32,1,"Rye",1,1,1950,0,0,5,0,0
"33",33,1,"Rye",1,1,1770,0,0,0,0,0
"34",34,1,"Rye",1,1,1390,0,0,0,0,0
"35",35,1,"Rye",1,1,1590,0,0,5,0,0
"36",36,1,"Rye",1,1,1150,0,0,10,0,0
"37",37,1,"Rye",1,1,1040,0,0,0,0,0
"38",38,1,"Rye",1,1,1080,0,0,0,0,0
"39",39,1,"Rye",1,1,1510,0,0,0,0,0
"40",40,1,"Rye",1,1,1190,0,0,0,0,0
"41",41,1,"Rye",1,1,1470,0,0,5,0,0
"42",42,1,"Rye",1,1,900,0,0,0,0,0
"43",43,1,"Rye",1,1,910,0,0,5,0,0
"44",44,1,"Rye",1,1,1490,0,0,0,0,0
"45",45,1,"Rye",1,1,1490,0,0,0,0,0
"46",1,2,"Soil",4,1,NA,0,0,5,0,0
"47",2,2,"Soil",4,1,1430,0,0,1,0,0
"48",3,2,"Soil",4,1,2080,0,0,0,0,0
"49",4,2,"Soil",4,1,2480,0,0,5,0,0
"50",5,2,"Soil",4,1,1210,0,0,0,0,0
"51",6,2,"Soil",4,1,1610,0,0,0,0,0
"52",7,2,"Soil",4,1,1680,0,0,5,0,0
"53",8,2,"Soil",4,1,670,0,0,0,0,0
"54",9,2,"Soil",4,1,2400,0,0,0,0,0
"55",10,2,"Soil",4,1,1100,0,0,5,0,0
"56",11,2,"Soil",4,1,850,1,0,0,0,0
"57",12,2,"Soil",4,1,580,0,0,0,0,0
"58",13,2,"Soil",4,1,1140,0,0,0,0,0
"59",14,2,"Soil",4,1,1440,0,0,0,0,0
"60",15,2,"Soil",4,1,1190,0,0,0,0,0
"61",16,2,"Soil",4,1,1580,0,0,0,0,0
"62",17,2,"Soil",4,1,580,0,0,0,0,0
"63",18,2,"Soil",4,1,1310,0,0,0,0,0
"64",19,2,"Soil",4,1,2000,0,0,5,0,0
"65",20,2,"Soil",4,1,2620,0,0,0,0,0
"66",21,2,"Soil",4,1,1180,0,0,0,0,5
"67",22,2,"Soil",4,1,3090,0,0,5,0,0
"68",23,2,"Soil",4,1,1400,0,0,0,0,0
"69",24,2,"Soil",4,1,1180,0,0,5,0,0
"70",25,2,"Soil",4,1,1990,0,0,0,0,10
"71",26,2,"Soil",4,1,780,0,0,0,0,0
"72",27,2,"Soil",4,1,650,0,0,0,0,0
"73",28,2,"Soil",4,1,1120,0,0,0,0,0
"74",29,2,"Soil",4,1,1210,1,0,0,0,20
"75",30,2,"Soil",4,1,760,0,0,0,0,0
"76",31,2,"Soil",4,1,780,0,0,0,0,0
"77",32,2,"Soil",4,1,530,0,0,0,0,0
"78",33,2,"Soil",4,1,1500,0,0,5,0,0
"79",34,2,"Soil",4,1,1130,0,0,0,0,0
"80",35,2,"Soil",4,1,1660,0,0,0,0,0
"81",36,2,"Soil",4,1,1130,0,0,0,0,0
"82",37,2,"Soil",4,1,2180,0,0,5,0,0
"83",38,2,"Soil",4,1,1010,0,0,5,0,0
"84",39,2,"Soil",4,1,450,0,0,5,0,0
"85",40,2,"Soil",4,1,1870,0,0,0,0,0
"86",41,2,"Soil",4,1,1530,0,0,5,0,0
"87",42,2,"Soil",4,1,1850,0,0,5,0,0
"88",1,3,"Rye+Gly",2,1,NA,0,0,0,0,30
"89",2,3,"Rye+Gly",2,1,1490,0,0,0,0,0
"90",3,3,"Rye+Gly",2,1,1200,0,0,0,0,0
"91",4,3,"Rye+Gly",2,1,840,0,0,0,0,0
"92",5,3,"Rye+Gly",2,1,1210,0,0,0,0,0
"93",6,3,"Rye+Gly",2,1,1060,0,0,0,5,0
"94",7,3,"Rye+Gly",2,1,2120,0,0,0,0,0
"95",8,3,"Rye+Gly",2,1,1380,0,0,0,0,0
"96",9,3,"Rye+Gly",2,1,1300,0,0,0,0,0
"97",10,3,"Rye+Gly",2,1,1860,0,0,0,0,0
"98",11,3,"Rye+Gly",2,1,520,0,0,0,0,0
"99",12,3,"Rye+Gly",2,1,1540,0,0,0,0,0
"100",13,3,"Rye+Gly",2,1,1710,0,0,0,0,5
"101",14,3,"Rye+Gly",2,1,2050,0,0,0,0,0
"102",15,3,"Rye+Gly",2,1,1210,0,0,0,0,0
"103",16,3,"Rye+Gly",2,1,1180,0,0,0,0,0
"104",17,3,"Rye+Gly",2,1,1440,0,0,5,0,0
"105",18,3,"Rye+Gly",2,1,710,0,0,0,0,0
"106",19,3,"Rye+Gly",2,1,910,0,0,0,0,0
"107",20,3,"Rye+Gly",2,1,1020,0,0,0,0,0
"108",21,3,"Rye+Gly",2,1,1040,0,0,0,0,0
"109",22,3,"Rye+Gly",2,1,970,0,0,0,0,0
"110",23,3,"Rye+Gly",2,1,770,0,0,0,0,0
"111",24,3,"Rye+Gly",2,1,1790,0,0,1,0,0
"112",25,3,"Rye+Gly",2,1,1220,0,0,0,0,0
"113",26,3,"Rye+Gly",2,1,580,0,0,0,0,0
"114",27,3,"Rye+Gly",2,1,2280,0,0,1,1,0
"115",28,3,"Rye+Gly",2,1,2770,0,0,0,0,0
"116",29,3,"Rye+Gly",2,1,2430,0,0,5,0,0
"117",30,3,"Rye+Gly",2,1,1010,0,0,0,0,0
"118",31,3,"Rye+Gly",2,1,1280,0,0,0,0,0
"119",32,3,"Rye+Gly",2,1,450,0,0,0,0,0
"120",33,3,"Rye+Gly",2,1,770,0,0,0,0,0
"121",34,3,"Rye+Gly",2,1,1390,0,0,5,0,0
"122",35,3,"Rye+Gly",2,1,1610,0,0,0,0,0
"123",36,3,"Rye+Gly",2,1,2400,0,0,0,0,0
"124",37,3,"Rye+Gly",2,1,370,0,0,0,0,0
"125",38,3,"Rye+Gly",2,1,1310,0,0,0,0,0
"126",39,3,"Rye+Gly",2,1,1520,0,0,0,0,0
"127",40,3,"Rye+Gly",2,1,1560,0,0,5,0,0
"128",41,3,"Rye+Gly",2,1,1290,0,0,0,0,0
"129",42,3,"Rye+Gly",2,1,2710,0,0,5,0,0
"130",43,3,"Rye+Gly",2,1,595,0,0,0,0,0
"131",44,3,"Rye+Gly",2,1,710,1,0,0,0,0
"132",45,3,"Rye+Gly",2,1,540,0,0,0,0,0
"133",46,3,"Rye+Gly",2,1,370,0,0,5,0,0
"134",47,3,"Rye+Gly",2,1,560,0,0,0,0,0
"135",48,3,"Rye+Gly",2,1,1220,0,0,10,0,0
"136",49,3,"Rye+Gly",2,1,480,0,0,0,0,0
"137",50,3,"Rye+Gly",2,1,650,0,0,0,0,0
"138",51,3,"Rye+Gly",2,1,960,0,0,0,0,0
"139",52,3,"Rye+Gly",2,1,880,0,0,5,0,0
"140",53,3,"Rye+Gly",2,1,1130,0,0,0,0,0
"141",54,3,"Rye+Gly",2,1,1110,0,0,5,0,5
"142",55,3,"Rye+Gly",2,1,1810,0,0,0,0,0
"143",56,3,"Rye+Gly",2,1,1500,0,0,0,0,0
"144",57,3,"Rye+Gly",2,1,2610,0,0,0,0,0
"145",58,3,"Rye+Gly",2,1,1540,0,0,5,0,0
"146",1,4,"Plastic",3,1,NA,0,0,0,0,0
"147",2,4,"Plastic",3,1,1400,0,0,0,0,0
"148",3,4,"Plastic",3,1,1210,0,0,5,0,1
"149",4,4,"Plastic",3,1,1940,0,0,5,0,0
"150",5,4,"Plastic",3,1,1290,0,0,1,0,0
"151",6,4,"Plastic",3,1,1840,0,0,0,0,0
"152",7,4,"Plastic",3,1,1020,0,0,5,0,0
"153",8,4,"Plastic",3,1,1460,0,0,0,0,0
"154",9,4,"Plastic",3,1,1100,0,0,0,0,0
"155",10,4,"Plastic",3,1,1230,0,0,0,0,0
"156",11,4,"Plastic",3,1,1860,0,0,0,0,0
"157",12,4,"Plastic",3,1,990,0,0,10,0,0
"158",13,4,"Plastic",3,1,2360,0,0,5,0,0
"159",14,4,"Plastic",3,1,1270,0,0,1,0,0
"160",15,4,"Plastic",3,1,1680,0,0,0,0,0
"161",16,4,"Plastic",3,1,1330,0,0,0,0,0
"162",17,4,"Plastic",3,1,1130,0,0,1,0,0
"163",18,4,"Plastic",3,1,1720,0,0,1,0,0
"164",19,4,"Plastic",3,1,1190,0,0,0,5,0
"165",20,4,"Plastic",3,1,1600,0,0,1,0,0
"166",21,4,"Plastic",3,1,890,0,0,0,0,0
"167",22,4,"Plastic",3,1,1300,0,0,0,0,0
"168",23,4,"Plastic",3,1,700,0,0,0,0,0
"169",24,4,"Plastic",3,1,1450,0,0,0,0,0
"170",25,4,"Plastic",3,1,1180,0,0,5,0,0
"171",26,4,"Plastic",3,1,810,0,0,0,0,0
"172",27,4,"Plastic",3,1,870,0,0,0,0,1
"173",28,4,"Plastic",3,1,1560,0,0,1,0,0
"174",29,4,"Plastic",3,1,2150,0,0,10,0,0
"175",30,4,"Plastic",3,1,680,0,10,5,0,0
"176",31,4,"Plastic",3,1,2490,0,0,0,0,0
"177",32,4,"Plastic",3,1,1540,0,0,10,0,0
"178",33,4,"Plastic",3,1,1220,0,0,5,0,0
"179",34,4,"Plastic",3,1,1730,0,0,5,0,0
"180",35,4,"Plastic",3,1,2970,0,0,0,0,0
"181",36,4,"Plastic",3,1,2740,0,0,5,0,0
"182",37,4,"Plastic",3,1,1090,0,0,0,0,0
"183",38,4,"Plastic",3,1,2270,0,0,0,0,0
"184",39,4,"Plastic",3,1,1150,0,0,0,0,10
"185",40,4,"Plastic",3,1,840,0,0,1,0,0
"186",41,4,"Plastic",3,1,1060,0,0,1,0,0
"187",42,4,"Plastic",3,1,1200,0,0,0,0,10
"188",43,4,"Plastic",3,1,770,0,0,10,0,0
"189",44,4,"Plastic",3,1,1280,0,0,10,0,0
"190",45,4,"Plastic",3,1,1240,0,0,5,0,0
"191",46,4,"Plastic",3,1,2360,0,0,5,0,0
"192",47,4,"Plastic",3,1,880,0,0,0,0,0
"193",48,4,"Plastic",3,1,660,0,0,0,0,0
"194",49,4,"Plastic",3,1,1490,0,0,0,0,0
"195",50,4,"Plastic",3,1,1190,0,0,5,0,0
"196",51,4,"Plastic",3,1,1460,0,0,5,0,0
"197",52,4,"Plastic",3,1,930,0,0,0,0,0
"198",53,4,"Plastic",3,1,1480,0,0,10,0,0
"199",54,4,"Plastic",3,1,1180,0,0,5,0,0
"200",55,4,"Plastic",3,1,1360,0,0,0,0,0
"201",56,4,"Plastic",3,1,1060,0,0,10,0,0
"202",57,4,"Plastic",3,1,810,0,0,10,0,0
"203",58,4,"Plastic",3,1,930,0,0,0,0,0
"204",59,4,"Plastic",3,1,890,0,0,10,0,0
"205",60,4,"Plastic",3,1,2190,0,0,5,0,0
"206",61,4,"Plastic",3,1,1640,0,0,10,0,0
"207",62,4,"Plastic",3,1,1020,0,0,1,0,0
"208",63,4,"Plastic",3,1,960,0,0,1,0,0
"209",64,4,"Plastic",3,1,940,0,0,5,1,0
"210",65,4,"Plastic",3,1,1750,0,0,0,0,0
"211",66,4,"Plastic",3,1,1710,0,0,5,0,0
"212",67,4,"Plastic",3,1,1610,0,0,5,0,0
"213",68,4,"Plastic",3,1,1330,0,0,0,0,10
"214",69,4,"Plastic",3,1,1100,0,0,0,1,5
"215",70,4,"Plastic",3,1,2200,0,0,0,0,0
"216",71,4,"Plastic",3,1,750,0,0,0,0,0
"217",72,4,"Plastic",3,1,1290,0,0,0,0,5
"218",73,4,"Plastic",3,1,1120,0,0,0,0,0
"219",74,4,"Plastic",3,1,1720,0,0,10,0,0
"220",75,4,"Plastic",3,1,810,0,0,1,0,0
"221",76,4,"Plastic",3,1,640,0,0,0,0,0
"222",77,4,"Plastic",3,1,2480,0,0,0,0,5
"223",78,4,"Plastic",3,1,1960,0,20,0,0,0
"224",79,4,"Plastic",3,1,1970,0,0,0,0,0
"225",80,4,"Plastic",3,1,1600,0,0,0,0,0
"226",81,4,"Plastic",3,1,1090,0,0,0,0,0
"227",82,4,"Plastic",3,1,100,0,0,0,0,0
"228",83,4,"Plastic",3,1,1860,0,0,0,0,0
"229",1,5,"Plastic",3,2,NA,0,0,0,0,0
"230",2,5,"Plastic",3,2,1810,0,0,1,0,0
"231",3,5,"Plastic",3,2,1250,0,0,5,0,0
"232",4,5,"Plastic",3,2,1910,0,0,1,0,0
"233",5,5,"Plastic",3,2,1640,0,0,0,0,0
"234",6,5,"Plastic",3,2,1670,0,0,0,0,0
"235",7,5,"Plastic",3,2,1720,0,0,0,0,0
"236",8,5,"Plastic",3,2,1180,0,0,0,0,0
"237",9,5,"Plastic",3,2,940,0,0,0,0,0
"238",10,5,"Plastic",3,2,1220,0,0,0,0,0
"239",11,5,"Plastic",3,2,860,0,0,0,0,0
"240",12,5,"Plastic",3,2,960,0,0,0,0,0
"241",13,5,"Plastic",3,2,1550,0,0,1,0,0
"242",14,5,"Plastic",3,2,1060,0,0,0,0,0
"243",15,5,"Plastic",3,2,940,0,0,0,0,0
"244",16,5,"Plastic",3,2,800,0,0,1,0,0
"245",17,5,"Plastic",3,2,8010,1,0,0,0,0
"246",18,5,"Plastic",3,2,1580,5,0,0,0,0
"247",19,5,"Plastic",3,2,1220,1,0,0,0,0
"248",20,5,"Plastic",3,2,1260,0,0,0,0,0
"249",21,5,"Plastic",3,2,1260,0,0,5,0,0
"250",22,5,"Plastic",3,2,840,0,0,0,0,0
"251",23,5,"Plastic",3,2,1530,0,0,0,0,0
"252",24,5,"Plastic",3,2,1050,0,0,0,0,0
"253",25,5,"Plastic",3,2,1200,0,0,0,0,0
"254",26,5,"Plastic",3,2,1430,0,0,0,0,0
"255",27,5,"Plastic",3,2,1200,0,0,0,0,0
"256",28,5,"Plastic",3,2,1180,1,0,0,0,0
"257",29,5,"Plastic",3,2,1540,0,5,0,0,0
"258",30,5,"Plastic",3,2,1440,0,10,0,0,0
"259",31,5,"Plastic",3,2,1040,1,0,0,0,0
"260",32,5,"Plastic",3,2,1000,0,0,0,0,0
"261",33,5,"Plastic",3,2,710,0,0,0,0,0
"262",34,5,"Plastic",3,2,1430,0,0,5,0,0
"263",35,5,"Plastic",3,2,1300,0,0,0,0,0
"264",36,5,"Plastic",3,2,560,0,0,0,0,0
"265",37,5,"Plastic",3,2,730,0,0,0,0,0
"266",38,5,"Plastic",3,2,640,0,0,0,0,0
"267",39,5,"Plastic",3,2,1000,0,0,0,0,0
"268",40,5,"Plastic",3,2,390,0,0,0,0,0
"269",41,5,"Plastic",3,2,970,0,0,0,0,0
"270",42,5,"Plastic",3,2,660,0,0,0,0,0
"271",43,5,"Plastic",3,2,990,0,0,0,0,0
"272",44,5,"Plastic",3,2,730,0,0,0,0,0
"273",1,6,"Rye+Gly",2,2,NA,0,0,0,0,0
"274",2,6,"Rye+Gly",2,2,1170,0,0,0,0,0
"275",3,6,"Rye+Gly",2,2,2180,0,0,0,0,0
"276",4,6,"Rye+Gly",2,2,1220,0,0,0,0,1
"277",5,6,"Rye+Gly",2,2,1520,0,0,0,0,0
"278",6,6,"Rye+Gly",2,2,2210,0,0,5,0,0
"279",7,6,"Rye+Gly",2,2,620,0,0,0,0,0
"280",8,6,"Rye+Gly",2,2,940,0,0,0,0,0
"281",9,6,"Rye+Gly",2,2,1140,0,0,0,0,0
"282",10,6,"Rye+Gly",2,2,1670,0,0,0,0,0
"283",11,6,"Rye+Gly",2,2,1820,0,0,5,0,0
"284",12,6,"Rye+Gly",2,2,1250,0,0,0,0,0
"285",13,6,"Rye+Gly",2,2,1810,0,0,5,0,0
"286",14,6,"Rye+Gly",2,2,1540,0,0,1,0,0
"287",15,6,"Rye+Gly",2,2,1420,0,0,5,0,0
"288",16,6,"Rye+Gly",2,2,1550,0,5,5,0,1
"289",17,6,"Rye+Gly",2,2,1040,0,0,0,0,0
"290",18,6,"Rye+Gly",2,2,730,0,0,0,0,0
"291",19,6,"Rye+Gly",2,2,1490,0,0,10,0,0
"292",20,6,"Rye+Gly",2,2,740,0,0,0,0,0
"293",21,6,"Rye+Gly",2,2,1900,0,0,5,0,0
"294",22,6,"Rye+Gly",2,2,730,0,0,0,0,0
"295",23,6,"Rye+Gly",2,2,910,0,0,5,0,0
"296",24,6,"Rye+Gly",2,2,910,1,0,0,0,0
"297",25,6,"Rye+Gly",2,2,1410,0,0,0,0,0
"298",26,6,"Rye+Gly",2,2,1120,0,0,1,0,0
"299",27,6,"Rye+Gly",2,2,2330,0,0,5,0,0
"300",28,6,"Rye+Gly",2,2,870,0,0,0,0,0
"301",29,6,"Rye+Gly",2,2,1240,0,0,0,0,5
"302",30,6,"Rye+Gly",2,2,750,0,0,0,0,0
"303",31,6,"Rye+Gly",2,2,660,0,0,0,0,0
"304",32,6,"Rye+Gly",2,2,1690,0,0,0,0,5
"305",33,6,"Rye+Gly",2,2,1020,0,0,0,0,0
"306",34,6,"Rye+Gly",2,2,900,0,0,0,0,0
"307",35,6,"Rye+Gly",2,2,470,0,0,0,0,0
"308",36,6,"Rye+Gly",2,2,550,0,0,0,0,0
"309",37,6,"Rye+Gly",2,2,1440,0,0,0,0,0
"310",38,6,"Rye+Gly",2,2,1060,0,0,0,0,0
"311",39,6,"Rye+Gly",2,2,1180,0,0,0,0,0
"312",40,6,"Rye+Gly",2,2,540,0,0,0,0,0
"313",41,6,"Rye+Gly",2,2,1930,0,0,0,0,0
"314",42,6,"Rye+Gly",2,2,970,0,0,0,0,0
"315",43,6,"Rye+Gly",2,2,770,0,0,0,0,0
"316",44,6,"Rye+Gly",2,2,1730,0,0,0,0,0
"317",45,6,"Rye+Gly",2,2,1430,0,0,0,0,0
"318",46,6,"Rye+Gly",2,2,500,0,0,0,0,0
"319",47,6,"Rye+Gly",2,2,810,0,0,5,0,0
"320",48,6,"Rye+Gly",2,2,700,0,0,0,0,0
"321",49,6,"Rye+Gly",2,2,1460,0,0,5,0,0
"322",50,6,"Rye+Gly",2,2,880,0,0,0,0,0
"323",51,6,"Rye+Gly",2,2,700,0,0,1,0,0
"324",52,6,"Rye+Gly",2,2,980,0,0,1,0,0
"325",53,6,"Rye+Gly",2,2,460,0,0,0,0,0
"326",54,6,"Rye+Gly",2,2,1760,0,0,0,0,5
"327",55,6,"Rye+Gly",2,2,940,0,0,0,0,5
"328",56,6,"Rye+Gly",2,2,2540,0,0,0,0,0
"329",57,6,"Rye+Gly",2,2,700,0,0,1,0,0
"330",58,6,"Rye+Gly",2,2,800,0,0,0,0,0
"331",59,6,"Rye+Gly",2,2,1000,0,0,1,0,0
"332",60,6,"Rye+Gly",2,2,740,0,0,0,0,0
"333",61,6,"Rye+Gly",2,2,2000,0,0,5,0,0
"334",62,6,"Rye+Gly",2,2,2000,0,0,10,0,0
"335",1,7,"Soil",4,2,NA,10,0,0,0,0
"336",2,7,"Soil",4,2,1650,0,0,0,0,0
"337",3,7,"Soil",4,2,1150,0,0,0,0,0
"338",4,7,"Soil",4,2,1220,0,0,0,0,0
"339",5,7,"Soil",4,2,920,0,0,0,0,0
"340",6,7,"Soil",4,2,500,0,0,0,0,0
"341",7,7,"Soil",4,2,1630,0,0,0,0,0
"342",8,7,"Soil",4,2,1120,1,0,0,0,0
"343",9,7,"Soil",4,2,2330,0,0,0,0,0
"344",10,7,"Soil",4,2,970,0,0,0,0,0
"345",11,7,"Soil",4,2,960,0,0,0,0,0
"346",12,7,"Soil",4,2,310,0,0,0,0,0
"347",13,7,"Soil",4,2,420,0,0,0,0,0
"348",14,7,"Soil",4,2,530,0,0,0,0,0
"349",15,7,"Soil",4,2,310,0,0,0,0,0
"350",16,7,"Soil",4,2,980,0,0,0,0,0
"351",17,7,"Soil",4,2,900,0,0,0,0,0
"352",18,7,"Soil",4,2,1350,0,0,1,0,0
"353",19,7,"Soil",4,2,630,0,0,0,0,0
"354",20,7,"Soil",4,2,1060,0,0,0,0,0
"355",21,7,"Soil",4,2,1030,0,0,0,0,0
"356",22,7,"Soil",4,2,750,0,0,0,0,0
"357",23,7,"Soil",4,2,1100,0,0,0,5,0
"358",24,7,"Soil",4,2,1590,0,0,0,0,0
"359",25,7,"Soil",4,2,560,0,0,0,0,0
"360",26,7,"Soil",4,2,780,0,0,0,0,0
"361",27,7,"Soil",4,2,800,0,0,0,1,0
"362",28,7,"Soil",4,2,750,0,0,0,0,0
"363",29,7,"Soil",4,2,1190,0,0,0,0,0
"364",30,7,"Soil",4,2,2750,0,0,0,0,0
"365",31,7,"Soil",4,2,640,0,0,0,0,0
"366",32,7,"Soil",4,2,1700,0,0,0,0,0
"367",33,7,"Soil",4,2,1100,0,0,0,0,0
"368",34,7,"Soil",4,2,1340,5,0,0,0,10
"369",35,7,"Soil",4,2,2420,0,0,5,0,0
"370",36,7,"Soil",4,2,1730,0,0,10,0,0
"371",37,7,"Soil",4,2,1560,0,0,5,0,0
"372",38,7,"Soil",4,2,2220,5,0,5,0,0
"373",39,7,"Soil",4,2,1100,0,0,5,0,0
"374",40,7,"Soil",4,2,860,0,0,0,0,0
"375",41,7,"Soil",4,2,1670,0,0,0,0,0
"376",42,7,"Soil",4,2,780,0,0,0,0,0
"377",43,7,"Soil",4,2,1870,0,0,5,0,5
"378",44,7,"Soil",4,2,1550,0,0,0,0,0
"379",45,7,"Soil",4,2,2450,0,0,5,0,0
"380",46,7,"Soil",4,2,1900,0,0,0,0,0
"381",47,7,"Soil",4,2,2080,0,0,1,0,0
"382",48,7,"Soil",4,2,1860,0,0,5,0,0
"383",49,7,"Soil",4,2,1220,0,0,0,0,0
"384",50,7,"Soil",4,2,1550,0,0,10,0,0
"385",51,7,"Soil",4,2,920,0,0,0,0,0
"386",52,7,"Soil",4,2,760,0,0,5,0,0
"387",53,7,"Soil",4,2,1270,0,0,0,0,0
"388",54,7,"Soil",4,2,1210,0,0,10,0,0
"389",55,7,"Soil",4,2,1180,1,0,0,0,0
"390",56,7,"Soil",4,2,1230,0,0,0,0,0
"391",57,7,"Soil",4,2,1310,1,0,0,0,0
"392",58,7,"Soil",4,2,1740,0,0,5,0,0
"393",59,7,"Soil",4,2,910,0,0,0,0,0
"394",60,7,"Soil",4,2,850,0,0,0,0,0
"395",61,7,"Soil",4,2,960,0,0,5,0,0
"396",62,7,"Soil",4,2,1250,0,0,1,5,0
"397",63,7,"Soil",4,2,1250,0,0,0,0,0
"398",64,7,"Soil",4,2,1260,0,0,5,0,0
"399",65,7,"Soil",4,2,2000,0,0,5,0,0
"400",66,7,"Soil",4,2,1360,0,0,0,0,0
"401",67,7,"Soil",4,2,1320,0,0,0,0,0
"402",1,8,"Rye",1,2,920,0,0,0,0,0
"403",2,8,"Rye",1,2,2000,0,0,0,0,0
"404",3,8,"Rye",1,2,1990,0,0,0,0,0
"405",4,8,"Rye",1,2,2800,0,0,0,0,0
"406",5,8,"Rye",1,2,1590,0,0,0,0,0
"407",6,8,"Rye",1,2,1110,0,0,0,0,0
"408",7,8,"Rye",1,2,1100,0,0,5,0,0
"409",8,8,"Rye",1,2,1380,0,0,5,0,0
"410",9,8,"Rye",1,2,510,0,0,0,0,0
"411",10,8,"Rye",1,2,730,0,0,0,0,0
"412",11,8,"Rye",1,2,1420,0,0,0,0,0
"413",12,8,"Rye",1,2,1930,0,0,10,0,0
"414",13,8,"Rye",1,2,1460,0,0,0,0,0
"415",14,8,"Rye",1,2,980,0,0,0,0,0
"416",15,8,"Rye",1,2,670,0,0,1,0,0
"417",16,8,"Rye",1,2,700,5,0,0,0,0
"418",17,8,"Rye",1,2,1940,5,0,0,0,0
"419",18,8,"Rye",1,2,1760,0,0,0,0,0
"420",19,8,"Rye",1,2,690,0,0,5,0,0
"421",20,8,"Rye",1,2,1430,0,0,0,0,0
"422",21,8,"Rye",1,2,910,5,0,0,0,0
"423",22,8,"Rye",1,2,2160,5,0,0,0,0
"424",23,8,"Rye",1,2,2500,1,0,0,0,0
"425",24,8,"Rye",1,2,580,0,0,0,0,0
"426",25,8,"Rye",1,2,2240,0,0,0,0,0
"427",26,8,"Rye",1,2,2150,0,0,0,0,0
"428",27,8,"Rye",1,2,1650,0,0,0,0,0
"429",28,8,"Rye",1,2,1130,1,0,0,0,0
"430",29,8,"Rye",1,2,1360,0,0,0,0,1
"431",30,8,"Rye",1,2,1780,0,0,5,0,0
"432",31,8,"Rye",1,2,1460,0,0,0,0,0
"433",32,8,"Rye",1,2,1750,0,0,0,0,0
"434",33,8,"Rye",1,2,1770,0,0,0,0,0
"435",34,8,"Rye",1,2,1500,0,0,0,0,0
"436",35,8,"Rye",1,2,930,1,0,0,0,0
"437",36,8,"Rye",1,2,1240,0,0,0,0,0
"438",37,8,"Rye",1,2,1240,0,0,1,0,0
"439",38,8,"Rye",1,2,1000,0,0,0,0,0
"440",39,8,"Rye",1,2,1470,1,0,1,0,0
"441",40,8,"Rye",1,2,1140,0,0,0,0,0
"442",41,8,"Rye",1,2,1790,0,0,5,0,0
"443",42,8,"Rye",1,2,890,0,0,0,0,0
"444",43,8,"Rye",1,2,1180,5,0,0,0,0
"445",44,8,"Rye",1,2,760,0,0,1,0,0
"446",45,8,"Rye",1,2,1460,0,0,0,0,0
"447",46,8,"Rye",1,2,1720,5,0,0,0,0
"448",47,8,"Rye",1,2,2480,0,0,0,0,0
"449",48,8,"Rye",1,2,1050,0,0,0,0,1
"450",49,8,"Rye",1,2,1170,0,0,0,0,0
"451",50,8,"Rye",1,2,1770,0,0,0,0,0
"452",51,8,"Rye",1,2,1620,0,0,5,0,0
"453",52,8,"Rye",1,2,820,5,0,0,0,0
"454",53,8,"Rye",1,2,1410,0,0,0,0,0
"455",54,8,"Rye",1,2,620,0,0,0,0,0
"456",55,8,"Rye",1,2,590,0,0,0,0,0
"457",56,8,"Rye",1,2,580,0,0,5,0,0
"458",57,8,"Rye",1,2,1840,5,0,0,0,0
"459",58,8,"Rye",1,2,1060,0,0,1,0,0
"460",59,8,"Rye",1,2,850,0,0,0,0,0
"461",60,8,"Rye",1,2,2240,0,0,0,0,0
"462",61,8,"Rye",1,2,2090,0,0,0,0,0
"463",62,8,"Rye",1,2,1960,0,0,0,0,0
